round,number 1,number 2,number 3,number 4,number 5,number 6
1,10,23,29,33,37,40
2,9,13,21,25,32,42
3,11,16,19,21,27,31
4,14,27,30,31,40,42
5,16,24,29,40,41,42
6,14,15,26,27,40,42
7,2,9,16,25,26,40
8,8,19,25,34,37,39
9,2,4,16,17,36,39
10,9,25,30,33,41,44
11,1,7,36,37,41,42
12,2,11,21,25,39,45
13,22,23,25,37,38,42
14,2,6,12,31,33,40
15,3,4,16,30,31,37
16,6,7,24,37,38,40
17,3,4,9,17,32,37
18,3,12,13,19,32,35
19,6,30,38,39,40,43
20,10,14,18,20,23,30
21,6,12,17,18,31,32
22,4,5,6,8,17,39
23,5,13,17,18,33,42
24,7,8,27,29,36,43
25,2,4,21,26,43,44
26,4,5,7,18,20,25
27,1,20,26,28,37,43
28,9,18,23,25,35,37
29,1,5,13,34,39,40
30,8,17,20,35,36,44
31,7,9,18,23,28,35
32,6,14,19,25,34,44
33,4,7,32,33,40,41
34,9,26,35,37,40,42
35,2,3,11,26,37,43
36,1,10,23,26,28,40
37,7,27,30,33,35,37
38,16,17,22,30,37,43
39,6,7,13,15,21,43
40,7,13,18,19,25,26
41,13,20,23,35,38,43
42,17,18,19,21,23,32
43,6,31,35,38,39,44
44,3,11,21,30,38,45
45,1,10,20,27,33,35
46,8,13,15,23,31,38
47,14,17,26,31,36,45
48,6,10,18,26,37,38
49,4,7,16,19,33,40
50,2,10,12,15,22,44
51,2,3,11,16,26,44
52,2,4,15,16,20,29
53,7,8,14,32,33,39
54,1,8,21,27,36,39
55,17,21,31,37,40,44
56,10,14,30,31,33,37
57,7,10,16,25,29,44
58,10,24,25,33,40,44
59,6,29,36,39,41,45
60,2,8,25,36,39,42
61,14,15,19,30,38,43
62,3,8,15,27,29,35
63,3,20,23,36,38,40
64,14,15,18,21,26,36
65,4,25,33,36,40,43
66,2,3,7,17,22,24
67,3,7,10,15,36,38
68,10,12,15,16,26,39
69,5,8,14,15,19,39
70,5,19,22,25,28,43
71,5,9,12,16,29,41
72,2,4,11,17,26,27
73,3,12,18,32,40,43
74,6,15,17,18,35,40
75,2,5,24,32,34,44
76,1,3,15,22,25,37
77,2,18,29,32,43,44
78,10,13,25,29,33,35
79,3,12,24,27,30,32
80,17,18,24,25,26,30
81,5,7,11,13,20,33
82,1,2,3,14,27,42
83,6,10,15,17,19,34
84,16,23,27,34,42,45
85,6,8,13,23,31,36
86,2,12,37,39,41,45
87,4,12,16,23,34,43
88,1,17,20,24,30,41
89,4,26,28,29,33,40
90,17,20,29,35,38,44
91,1,21,24,26,29,42
92,3,14,24,33,35,36
93,6,22,24,36,38,44
94,5,32,34,40,41,45
95,8,17,27,31,34,43
96,1,3,8,21,22,31
97,6,7,14,15,20,36
98,6,9,16,23,24,32
99,1,3,10,27,29,37
100,1,7,11,23,37,42
101,1,3,17,32,35,45
102,17,22,24,26,35,40
103,5,14,15,27,30,45
104,17,32,33,34,42,44
105,8,10,20,34,41,45
106,4,10,12,22,24,33
107,1,4,5,6,9,31
108,7,18,22,23,29,44
109,1,5,34,36,42,44
110,7,20,22,23,29,43
111,7,18,31,33,36,40
112,26,29,30,33,41,42
113,4,9,28,33,36,45
114,11,14,19,26,28,41
115,1,2,6,9,25,28
116,2,4,25,31,34,37
117,5,10,22,34,36,44
118,3,4,10,17,19,22
119,3,11,13,14,17,21
120,4,6,10,11,32,37
121,12,28,30,34,38,43
122,1,11,16,17,36,40
123,7,17,18,28,30,45
124,4,16,23,25,29,42
125,2,8,32,33,35,36
126,7,20,22,27,40,43
127,3,5,10,29,32,43
128,12,30,34,36,37,45
129,19,23,25,28,38,42
130,7,19,24,27,42,45
131,8,10,11,14,15,21
132,3,17,23,34,41,45
133,4,7,15,18,23,26
134,3,12,20,23,31,35
135,6,14,22,28,35,39
136,2,16,30,36,41,42
137,7,9,20,25,36,39
138,10,11,27,28,37,39
139,9,11,15,20,28,43
140,3,13,17,18,19,28
141,8,12,29,31,42,43
142,12,16,30,34,40,44
143,26,27,28,42,43,45
144,4,15,17,26,36,37
145,2,3,13,20,27,44
146,2,19,27,35,41,42
147,4,6,13,21,40,42
148,21,25,33,34,35,36
149,2,11,21,34,41,42
150,2,18,25,28,37,39
151,1,2,10,13,18,19
152,1,5,13,26,29,34
153,3,8,11,12,13,36
154,6,19,21,35,40,45
155,16,19,20,32,33,41
156,5,18,28,30,42,45
157,19,26,30,33,35,39
158,4,9,13,18,21,34
159,1,18,30,41,42,43
160,3,7,8,34,39,41
161,22,34,36,40,42,45
162,1,5,21,25,38,41
163,7,11,26,28,29,44
164,6,9,10,11,39,41
165,5,13,18,19,22,42
166,9,12,27,36,39,45
167,24,27,28,30,36,39
168,3,10,31,40,42,43
169,16,27,35,37,43,45
170,2,11,13,15,31,42
171,4,16,25,29,34,35
172,4,19,21,24,26,41
173,3,9,24,30,33,34
174,13,14,18,22,35,39
175,19,26,28,31,33,36
176,4,17,30,32,33,34
177,1,10,13,16,37,43
178,1,5,11,12,18,23
179,5,9,17,25,39,43
180,2,15,20,21,29,34
181,14,21,23,32,40,45
182,13,15,27,29,34,40
183,2,18,24,34,40,42
184,1,2,6,16,20,33
185,1,2,4,8,19,38
186,4,10,14,19,21,45
187,1,2,8,18,29,38
188,19,24,27,30,31,34
189,8,14,32,35,37,45
190,8,14,18,30,31,44
191,5,6,24,25,32,37
192,4,8,11,18,37,45
193,6,14,18,26,36,39
194,15,20,23,26,39,44
195,7,10,19,22,35,40
196,35,36,37,41,44,45
197,7,12,16,34,42,45
198,12,19,20,25,41,45
199,14,21,22,25,30,36
200,5,6,13,14,17,20
201,3,11,24,38,39,44
202,12,14,27,33,39,44
203,1,3,11,24,30,32
204,3,12,14,35,40,45
205,1,3,21,29,35,37
206,1,2,3,15,20,25
207,3,11,14,31,32,37
208,14,25,31,34,40,44
209,2,7,18,20,24,33
210,10,19,22,23,25,37
211,12,13,17,20,33,41
212,11,12,18,21,31,38
213,2,3,4,5,20,24
214,5,7,20,25,28,37
215,2,3,7,15,43,44
216,7,16,17,33,36,40
217,16,20,27,33,35,39
218,1,8,14,18,29,44
219,4,11,20,26,35,37
220,5,11,19,21,34,43
221,2,20,33,35,37,40
222,5,7,28,29,39,43
223,1,3,18,20,26,27
224,4,19,26,27,30,42
225,5,11,13,19,31,36
226,2,6,8,14,21,22
227,4,5,15,16,22,42
228,17,25,35,36,39,44
229,4,5,9,11,23,38
230,5,11,14,29,32,33
231,5,10,19,31,44,45
232,8,9,10,12,24,44
233,4,6,13,17,28,40
234,13,21,22,24,26,37
235,21,22,26,27,31,37
236,1,4,8,13,37,39
237,1,11,17,21,24,44
238,2,4,15,28,31,34
239,11,15,24,39,41,44
240,6,10,16,40,41,43
241,2,16,24,27,28,35
242,4,19,20,21,32,34
243,2,12,17,19,28,42
244,13,16,25,36,37,38
245,9,11,27,31,32,38
246,13,18,21,23,26,39
247,12,15,28,36,39,40
248,3,8,17,23,38,45
249,3,8,27,31,41,44
250,19,23,30,37,43,45
251,6,7,19,25,28,38
252,14,23,26,31,39,45
253,8,19,25,31,34,36
254,1,5,19,20,24,30
255,1,5,6,24,27,42
256,4,11,14,21,23,43
257,6,13,27,31,32,37
258,14,27,30,31,38,40
259,4,5,14,35,42,45
260,7,12,15,24,37,40
261,6,11,16,18,31,43
262,9,12,24,25,29,31
263,1,27,28,32,37,40
264,9,16,27,36,41,44
265,5,9,34,37,38,39
266,3,4,9,11,22,42
267,7,8,24,34,36,41
268,3,10,19,24,32,45
269,5,18,20,36,42,43
270,5,9,12,20,21,26
271,3,8,9,27,29,40
272,7,9,12,27,39,43
273,1,8,24,31,34,44
274,13,14,15,26,35,39
275,14,19,20,35,38,40
276,4,15,21,33,39,41
277,10,12,13,15,25,29
278,3,11,37,39,41,43
279,7,16,31,36,37,38
280,10,11,23,24,36,37
281,1,3,4,6,14,41
282,2,5,10,18,31,32
283,6,8,18,31,38,45
284,2,7,15,24,30,45
285,13,33,37,40,41,45
286,1,15,19,40,42,44
287,6,12,24,27,35,37
288,1,12,17,28,35,41
289,3,14,33,37,38,42
290,8,13,18,32,39,45
291,3,7,8,18,20,42
292,17,18,31,32,33,34
293,1,9,17,21,29,33
294,6,10,17,30,37,38
295,1,4,12,16,18,38
296,3,8,15,27,30,45
297,6,11,19,20,28,32
298,5,9,27,29,37,40
299,1,3,20,25,36,45
300,7,9,10,12,26,38
301,7,11,13,33,37,43
302,13,19,20,32,38,42
303,2,14,17,30,38,45
304,4,10,16,26,33,41
305,7,8,18,21,23,39
306,4,18,23,30,34,41
307,5,15,21,23,25,45
308,14,15,17,19,37,45
309,1,2,5,11,18,36
310,1,5,19,28,34,41
311,4,12,24,27,28,32
312,2,3,5,6,12,20
313,9,17,34,35,43,45
314,15,17,19,34,38,41
315,1,13,33,35,43,45
316,10,11,21,27,31,39
317,3,10,11,22,36,39
318,2,17,19,20,34,45
319,5,8,22,28,33,42
320,16,19,23,25,41,45
321,12,18,20,21,25,34
322,9,18,29,32,38,43
323,10,14,15,32,36,42
324,2,4,21,25,33,36
325,7,17,20,32,44,45
326,16,23,25,33,36,39
327,6,12,13,17,32,44
328,1,6,9,16,17,28
329,9,17,19,30,35,42
330,3,4,16,17,19,20
331,4,9,14,26,31,44
332,16,17,34,36,42,45
333,5,14,27,30,39,43
334,13,15,21,29,39,43
335,5,9,16,23,26,45
336,3,5,20,34,35,44
337,1,5,14,18,32,37
338,2,13,34,38,42,45
339,6,8,14,21,30,37
340,18,24,26,29,34,38
341,1,8,19,34,39,43
342,1,13,14,33,34,43
343,1,10,17,29,31,43
344,1,2,15,28,34,45
345,15,20,23,29,39,42
346,5,13,14,22,44,45
347,3,8,13,27,32,42
348,3,14,17,20,24,31
349,5,13,14,20,24,25
350,1,8,18,24,29,33
351,5,25,27,29,34,36
352,5,16,17,20,26,41
353,11,16,19,22,29,36
354,14,19,36,43,44,45
355,5,8,29,30,35,44
356,2,8,14,25,29,45
357,10,14,18,21,36,37
358,1,9,10,12,21,40
359,1,10,19,20,24,40
360,4,16,23,25,35,40
361,5,10,16,24,27,35
362,2,3,22,27,30,40
363,11,12,14,21,32,38
364,2,5,7,14,16,40
365,5,15,21,25,26,30
366,5,12,19,26,27,44
367,3,22,25,29,32,44
368,11,21,24,30,39,45
369,17,20,35,36,41,43
370,16,18,24,42,44,45
371,7,9,15,26,27,42
372,8,11,14,16,18,21
373,15,26,37,42,43,45
374,11,13,15,17,25,34
375,4,8,19,25,27,45
376,1,11,13,24,28,40
377,6,22,29,37,43,45
378,5,22,29,31,34,39
379,6,10,22,31,35,40
380,1,2,8,17,26,37
381,1,5,10,12,16,20
382,10,15,22,24,27,42
383,4,15,28,33,37,40
384,11,22,24,32,36,38
385,7,12,19,21,29,32
386,4,7,10,19,31,40
387,1,26,31,34,40,43
388,1,8,9,17,29,32
389,7,16,18,20,23,26
390,16,17,28,37,39,40
391,10,11,18,22,28,39
392,1,3,7,8,24,42
393,9,16,28,40,41,43
394,1,13,20,22,25,28
395,11,15,20,26,31,35
396,18,20,31,34,40,45
397,12,13,17,22,25,33
398,10,15,20,23,42,44
399,1,2,9,17,19,42
400,9,21,27,34,41,43
401,6,12,18,31,38,43
402,5,9,15,19,22,36
403,10,14,22,24,28,37
404,5,20,21,24,33,40
405,1,2,10,25,26,44
406,7,12,21,24,27,36
407,6,7,13,16,24,25
408,9,20,21,22,30,37
409,6,9,21,31,32,40
410,1,3,18,32,40,41
411,11,14,22,35,37,39
412,4,7,39,41,42,45
413,2,9,15,23,34,40
414,2,14,15,22,23,44
415,7,17,20,26,30,40
416,5,6,8,11,22,26
417,4,5,14,20,22,43
418,11,13,15,26,28,34
419,2,11,13,14,28,30
420,4,9,10,29,31,34
421,6,11,26,27,28,44
422,8,15,19,21,34,44
423,1,17,27,28,29,40
424,10,11,26,31,34,44
425,8,10,14,27,33,38
426,4,17,18,27,39,43
427,6,7,15,24,28,30
428,12,16,19,22,37,40
429,3,23,28,34,39,42
430,1,3,16,18,30,34
431,18,22,25,31,38,45
432,2,3,5,11,27,39
433,19,23,29,33,35,43
434,3,13,20,24,33,37
435,8,16,26,30,38,45
436,9,14,20,22,33,34
437,11,16,29,38,41,44
438,6,12,20,26,29,38
439,17,20,30,31,37,40
440,10,22,28,34,36,44
441,1,23,28,30,34,35
442,25,27,29,36,38,40
443,4,6,10,19,20,44
444,11,13,23,35,43,45
445,13,20,21,30,39,45
446,1,11,12,14,26,35
447,2,7,8,9,17,33
448,3,7,13,27,40,41
449,3,10,20,26,35,43
450,6,14,19,21,23,31
451,12,15,20,24,30,38
452,8,10,18,30,32,34
453,12,24,33,38,40,42
454,13,25,27,34,38,41
455,4,19,20,26,30,35
456,1,7,12,18,23,27
457,8,10,18,23,27,40
458,4,9,10,32,36,40
459,4,6,10,14,25,40
460,8,11,28,30,43,45
461,11,18,26,31,37,40
462,3,20,24,32,37,45
463,23,29,31,33,34,44
464,6,12,15,34,42,44
465,1,8,11,13,22,38
466,4,10,13,23,32,44
467,2,12,14,17,24,40
468,8,13,15,28,37,43
469,4,21,22,34,37,38
470,10,16,20,39,41,42
471,6,13,29,37,39,41
472,16,25,26,31,36,43
473,8,13,20,22,23,36
474,4,13,18,31,33,45
475,1,9,14,16,21,29
476,9,12,13,15,37,38
477,14,25,29,32,33,45
478,18,29,30,37,39,43
479,8,23,25,27,35,44
480,3,5,10,17,30,31
481,3,4,23,29,40,41
482,1,10,16,24,25,35
483,12,15,19,22,28,34
484,1,3,27,28,32,45
485,17,22,26,27,36,39
486,1,2,23,25,38,40
487,4,8,25,27,37,41
488,2,8,17,30,31,38
489,2,4,8,15,20,27
490,2,7,26,29,40,43
491,8,17,35,36,39,42
492,22,27,31,35,37,40
493,20,22,26,33,36,37
494,5,7,8,15,30,43
495,4,13,22,27,34,44
496,4,13,20,29,36,41
497,19,20,23,24,43,44
498,13,14,24,32,39,41
499,5,20,23,27,35,40
500,3,4,12,20,24,34
501,1,4,10,17,31,42
502,6,22,28,32,34,40
503,1,5,27,30,34,36
504,6,14,22,26,43,44
505,7,20,22,25,38,40
506,6,9,11,22,24,30
507,12,13,32,33,40,41
508,5,27,31,34,35,43
509,12,25,29,35,42,43
510,12,29,32,33,39,40
511,3,7,14,23,26,42
512,4,5,9,13,26,27
513,5,8,21,23,27,33
514,1,15,20,26,35,42
515,2,11,12,15,23,37
516,2,8,23,41,43,44
517,1,9,12,28,36,41
518,14,23,30,32,34,38
519,6,8,13,16,30,43
520,4,22,27,28,38,40
521,3,7,18,29,32,36
522,4,5,13,14,37,41
523,1,4,37,38,40,45
524,10,11,29,38,41,45
525,11,23,26,29,39,44
526,7,14,17,20,35,39
527,1,12,22,32,33,42
528,5,17,25,31,39,40
529,18,20,24,27,31,42
530,16,23,27,29,33,41
531,1,5,9,21,27,35
532,16,17,23,24,29,44
533,9,14,15,17,31,33
534,10,24,26,29,37,38
535,11,12,14,15,18,39
